"Trip.Seconds" Fare "Payment.Type"
2820 45.5 "Credit Card"
720 8.25 "Credit Card"
431 6 Cash
3120 45.25 "Credit Card"
1080 21.5 Cash
300 5.75 Cash
900 8.75 Cash
360 7 "Credit Card"
479 6.5 "Credit Card"
1200 19 "Credit Card"
600 10.75 Cash
240 4.5 Cash
480 8.75 Cash
3132 45.25 "Credit Card"
480 9.25 "Credit Card"
360 6.75 "Credit Card"
660 9.25 "Credit Card"
540 7.25 "Credit Card"
540 11.75 "Credit Card"
360 6 Cash
339 5.75 "Credit Card"
1320 15.75 "Credit Card"
300 6 "Credit Card"
3420 46.75 "Credit Card"
461 7.5 "Credit Card"
600 8.25 Cash
3960 50 "Credit Card"
480 6.75 Cash
600 8 Cash
1380 28.75 "Credit Card"
1020 13.75 Cash
540 7.5 Cash
1018 11.25 "Credit Card"
480 7.5 Cash
2160 34.25 Cash
540 9 "Credit Card"
540 7.25 Cash
180 5 Cash
480 7 Cash
660 10.5 "Credit Card"
771 9.75 Cash
480 6.75 "Credit Card"
418 6.75 Cash
3180 46.25 Cash
480 7 "Credit Card"
360 6.75 Cash
2580 36.25 "Credit Card"
1260 15 Cash
4440 58.5 "Credit Card"
2760 43.5 Cash
453 6.75 "Credit Card"
300 5.5 "Credit Card"
120 3.5 "Credit Card"
480 7.25 Cash
480 6.75 Cash
322 5.75 "Credit Card"
2460 36.5 "Credit Card"
17 3.25 Cash
2700 38.25 "Credit Card"
480 7.25 Cash
180 4.75 "Credit Card"
3360 46.75 Cash
420 7.5 Cash
540 12 "Credit Card"
240 5.25 "Credit Card"
420 7.5 "Credit Card"
612 8.25 Cash
600 8.5 "Credit Card"
2580 53.25 "Credit Card"
300 5.25 "Credit Card"
240 5 "Credit Card"
240 5.5 Cash
300 5.5 Cash
393 7.25 Cash
360 3.25 Cash
1980 33.75 "Credit Card"
600 7 Cash
240 5 Cash
720 11 "Credit Card"
391 6.75 Cash
240 5.5 Cash
4511 51.5 "Credit Card"
4080 49 "Credit Card"
3340 43.75 "Credit Card"
420 6.25 "Credit Card"
230 4.75 "Credit Card"
3000 44.75 Cash
360 6.25 "Credit Card"
660 9.5 Cash
357 6.5 "Credit Card"
3780 50 Cash
60 3.75 Cash
540 7 Cash
396 6.75 Cash
600 10.25 Cash
4017 43.25 Cash
720 9.5 "Credit Card"
420 7 "Credit Card"
480 7.25 "Credit Card"
420 5.75 Cash
1980 48.75 "Credit Card"
371 6 "Credit Card"
720 10 "Credit Card"
289 5.25 "Credit Card"
1260 22.75 Cash
300 5.25 Cash
360 5.75 "Credit Card"
660 14.75 Cash
540 7.25 Cash
3840 47.75 Cash
420 6.75 "Credit Card"
2340 44 "Credit Card"
300 5.75 Cash
240 5 Cash
351 5.75 "Credit Card"
300 5.25 Cash
482 6.75 Cash
960 11.25 Cash
840 16.25 Cash
300 6.25 Cash
780 7.25 Cash
2940 43.75 "Credit Card"
1920 34.25 "Credit Card"
2880 39.25 "Credit Card"
1440 26.25 Cash
180 5 Cash
240 5 Cash
1144 15 Cash
3240 46 "Credit Card"
60 3.25 "Credit Card"
840 11.5 Cash
420 7.25 "Credit Card"
360 6.25 "Credit Card"
540 7.75 Cash
480 10 Cash
540 8.25 "Credit Card"
3240 45.5 "Credit Card"
600 10 Cash
300 6 "Credit Card"
60 3.5 Cash
720 9.25 Cash
360 6.5 Cash
180 5 "Credit Card"
3120 45.75 "Credit Card"
2580 42.75 "Credit Card"
1200 24.75 "Credit Card"
360 6 Cash
420 6.5 "Credit Card"
240 5 Cash
2880 63.25 "Credit Card"
2880 39.75 Cash
240 5.5 "Credit Card"
720 9.5 Cash
480 7 "Credit Card"
540 8 "Credit Card"
960 14.5 Cash
660 9.25 Cash
780 11.5 Cash
540 7.75 Cash
1320 23.5 "Credit Card"
480 7 "Credit Card"
960 12 "Credit Card"
660 14.5 Cash
182 4.5 "Credit Card"
204 5 Cash
660 9.5 Cash
480 8 "Credit Card"
1080 16.5 Cash
480 6.75 "Credit Card"
552 7.75 Cash
180 4.5 Cash
2580 43 "Credit Card"
600 9 Cash
300 6 "Credit Card"
307 5.5 "Credit Card"
4307 54 "Credit Card"
1681 22.5 "Credit Card"
282 5.25 Cash
780 5.5 Cash
420 6.5 Cash
360 6 "Credit Card"
300 5.25 Cash
4411 51.5 "Credit Card"
1020 22 Cash
360 6.25 "Credit Card"
2220 35.5 "Credit Card"
480 7.5 Cash
241 6.5 Cash
3112 46.5 "Credit Card"
420 6 Cash
480 8 "Credit Card"
3945 44 Cash
1500 21.75 "Credit Card"
420 6.5 Cash
2100 41.5 "Credit Card"
589 7.5 Cash
4500 41.25 Cash
2520 35.75 "Credit Card"
513 7.5 Cash
420 6.75 "Credit Card"
180 5 Cash
360 5.75 Cash
1200 17.5 Cash
1740 67.25 "Credit Card"
360 5.75 "Credit Card"
552 11.5 "Credit Card"
476 6.5 Cash
240 5.25 Cash
540 7 Cash
360 6.25 "Credit Card"
300 5.25 Cash
3900 25.25 Cash
420 6.25 Cash
493 8 "Credit Card"
660 8.25 Cash
4500 53.75 "Credit Card"
720 10.5 Cash
480 9 Cash
420 7 "Credit Card"
420 6.5 "Credit Card"
1800 38 "Credit Card"
420 6.75 Cash
1320 22.25 Cash
300 5.25 Cash
2220 37 "Credit Card"
540 7.5 Cash
1740 33.25 "Credit Card"
600 17 Cash
420 6.5 Cash
360 5.5 "Credit Card"
1229 11.5 Cash
2820 45.5 "Credit Card"
11 3.25 Cash
600 7.75 Cash
575 7.75 "Credit Card"
300 5.25 "Credit Card"
480 7.25 Cash
686 8 Cash
300 5.25 Cash
360 6.5 Cash
480 7.75 Cash
300 6.25 Cash
4260 50 "Credit Card"
420 6.5 Cash
420 6.5 Cash
3000 44.5 Cash
2640 42.25 "Credit Card"
4594 52 "Credit Card"
300 5.75 Cash
2280 46.25 "Credit Card"
13 3.25 Cash
3977 49.25 "Credit Card"
360 5.75 "Credit Card"
300 5.5 "Credit Card"
420 6.75 "Credit Card"
240 5 "Credit Card"
550 5.75 Cash
720 9.75 Cash
360 6.5 "Credit Card"
4560 53.25 "Credit Card"
571 8.5 Cash
180 4.75 Cash
4228 51.75 "Credit Card"
540 6.25 Cash
540 7.25 Cash
900 11 Cash
3998 49.5 "Credit Card"
780 10.75 Cash
3000 44.5 "Credit Card"
480 6.25 Cash
360 5.75 Cash
780 10.5 "Credit Card"
576 10.5 Cash
2708 45.25 Cash
2760 43.5 Cash
660 7.75 "Credit Card"
1080 12 Cash
300 5.5 "Credit Card"
240 5 "Credit Card"
200 4.5 "Credit Card"
300 5.75 Cash
420 6.25 "Credit Card"
4419 52.25 "Credit Card"
571 10.25 "Credit Card"
120 4.5 "Credit Card"
240 6.25 Cash
180 4.5 Cash
420 6.75 Cash
480 6.75 "Credit Card"
720 17 Cash
1969 47.25 "Credit Card"
784 8.75 Cash
720 8.75 "Credit Card"
540 7.25 Cash
204 4.5 Cash
1140 19.75 Cash
480 6.75 Cash
600 8 Cash
720 9.5 "Credit Card"
480 6.25 Cash
2760 42.5 "Credit Card"
300 6 Cash
780 10.75 "Credit Card"
240 5.5 Cash
840 10.25 Cash
780 13.25 Cash
600 7.5 Cash
780 8.5 Cash
3120 46.5 "Credit Card"
540 6.75 "Credit Card"
180 4.5 "Credit Card"
180 4 "Credit Card"
180 4.75 "Credit Card"
420 6.75 Cash
1140 15 Cash
240 5 Cash
348 6 "Credit Card"
360 7 Cash
1620 28.25 "Credit Card"
2634 44 Cash
660 8.75 Cash
540 7.5 "Credit Card"
1020 16 Cash
2820 49 "Credit Card"
540 7.75 "Credit Card"
2400 36 "Credit Card"
780 12 Cash
900 16.25 Cash
2712 38.5 Cash
720 9.25 Cash
353 6 "Credit Card"
600 8.5 "Credit Card"
600 8.25 Cash
315 5.75 Cash
480 7 Cash
240 5.75 "Credit Card"
635 10.5 "Credit Card"
1200 21.75 Cash
498 7.25 "Credit Card"
480 7 Cash
4320 51.75 "Credit Card"
555 7.25 Cash
660 10.5 Cash
720 8.75 "Credit Card"
180 4.75 "Credit Card"
1140 11.25 "Credit Card"
300 6.25 "Credit Card"
780 9.25 Cash
2280 40.5 "Credit Card"
2880 43.5 "Credit Card"
3180 46.75 Cash
300 6 Cash
3322 47.75 Cash
"" "" Cash
3060 46.5 Cash
480 7 Cash
2700 47 "Credit Card"
960 9.5 Cash
1148 12.25 Cash
180 5.25 "Credit Card"
780 10 "Credit Card"
2100 16.25 "Credit Card"
764 8.5 Cash
480 7.25 Cash
300 5.75 Cash
600 7 Cash
749 8.5 "Credit Card"
240 5.25 Cash
300 5.25 "Credit Card"
5400 58.25 "Credit Card"
1256 15 "Credit Card"
420 7 Cash
480 7.5 Cash
660 9.25 "Credit Card"
2760 40.25 "Credit Card"
2100 35.25 "Credit Card"
720 10.25 Cash
480 8.25 Cash
360 6 Cash
660 7.5 Cash
900 10.25 Cash
2940 37.5 Cash
651 8 "Credit Card"
300 5.75 Cash
2460 57 Cash
360 6 Cash
300 5.25 "Credit Card"
600 8 "Credit Card"
300 5.75 Cash
2700 45.25 "Credit Card"
203 4.75 "Credit Card"
300 5.5 Cash
420 6.25 "Credit Card"
1200 20.5 "Credit Card"
600 7.5 "Credit Card"
609 7.25 Cash
960 11.5 Cash
360 6.25 Cash
300 9.5 Cash
3000 39.25 Cash
720 9 Cash
420 11.25 "Credit Card"
360 6 "Credit Card"
660 8.75 "Credit Card"
2525 44.75 "Credit Card"
403 7.25 "Credit Card"
906 12.5 Cash
300 5.75 "Credit Card"
840 10.75 "Credit Card"
1435 38 "Credit Card"
396 6.5 "Credit Card"
540 8.25 Cash
1680 32.5 "Credit Card"
3240 52.25 "Credit Card"
120 3.75 Cash
120 4.25 Cash
540 7 Cash
2700 43.5 "Credit Card"
600 8.25 Cash
240 5.25 "Credit Card"
600 8.25 Cash
575 10.5 "Credit Card"
1380 25.25 "Credit Card"
929 9.75 Cash
1980 34 "Credit Card"
300 5 Cash
1310 24.25 Cash
2657 44 "Credit Card"
967 16.25 Cash
1440 55.75 Cash
480 6.5 Cash
1196 14 Cash
600 9.5 "Credit Card"
754 19.5 "Credit Card"
840 10.25 "Credit Card"
960 21.5 "Credit Card"
600 6.75 "Credit Card"
600 8.25 "Credit Card"
300 5.5 Cash
120 3.75 Cash
3060 46 "Credit Card"
360 6.75 Cash
360 6.25 "Credit Card"
3120 45.25 "Credit Card"
480 7.75 Cash
1740 25 Cash
120 3.75 Cash
1200 23.5 Cash
360 5.75 "Credit Card"
571 7 Cash
420 6.5 Cash
1200 13.5 "Credit Card"
315 5.5 Cash
420 11 "Credit Card"
540 8.75 Cash
960 19.75 "Credit Card"
3420 47.5 Cash
360 6 "Credit Card"
180 5 "Credit Card"
3000 47 "Credit Card"
3360 70.5 "Credit Card"
629 12.75 "Credit Card"
836 9.75 Cash
560 8 "Credit Card"
2820 40.75 "Credit Card"
600 8.5 Cash
1020 16.25 "Credit Card"
367 6.5 Cash
2640 45.25 "Credit Card"
2384 43 "Credit Card"
1860 33.5 "Credit Card"
540 8.25 Cash
2400 47.5 "Credit Card"
1020 10.75 "Credit Card"
3240 49.25 "Credit Card"
710 11 Cash
360 6 Cash
180 4.75 Cash
420 6.25 Cash
389 6 Cash
3060 45.75 Cash
3360 46.75 "Credit Card"
1680 28.5 "Credit Card"
180 5 Cash
540 8.25 "Credit Card"
420 6 Cash
360 6.25 Cash
12 3.25 Cash
120 4.75 "Credit Card"
240 5.5 Cash
840 9.25 "Credit Card"
660 7.5 "Credit Card"
807 9.75 Cash
946 9.75 Cash
480 6.5 Cash
845 13 "Credit Card"
2580 45.5 "Credit Card"
360 7 "Credit Card"
2858 45.5 Cash
540 7 "Credit Card"
1630 40.25 "Credit Card"
480 7.75 Cash
420 6 Cash
360 6 Cash
660 9 "Credit Card"
2820 42.5 Cash
1955 36 "Credit Card"
480 8 "Credit Card"
1020 22.75 "Credit Card"
474 7 "Credit Card"
870 14 "Credit Card"
360 6 Cash
420 7 "Credit Card"
420 6.5 Cash
600 19.5 "Credit Card"
420 7.25 "Credit Card"
180 4.75 Cash
2669 37.75 "Credit Card"
420 6.5 Cash
900 11.5 Cash
3360 43.5 "Credit Card"
16 3.25 "Credit Card"
300 5.25 "Credit Card"
360 6.5 "Credit Card"
480 7.25 "Credit Card"
2220 43.75 "Credit Card"
240 5.5 Cash
720 9.25 "Credit Card"
1620 30.25 "Credit Card"
540 6.75 Cash
2647 46.5 Cash
1320 21.5 Cash
720 10.75 Cash
540 7 "Credit Card"
5760 102.25 Cash
420 6.5 Cash
780 10.25 Cash
1380 24.25 Cash
1980 42.75 "Credit Card"
900 10.5 "Credit Card"
660 8.75 Cash
379 6 Cash
601 7.5 "Credit Card"
2040 32.25 "Credit Card"
660 12.25 Cash
480 9.5 "Credit Card"
5333 58 "Credit Card"
360 6.25 Cash
2640 45 "Credit Card"
540 7.5 Cash
540 6.5 "Credit Card"
420 6.5 "Credit Card"
360 6.25 Cash
3000 45.75 Cash
1448 46.75 "Credit Card"
776 10.25 "Credit Card"
240 5.5 Cash
1255 10.5 Cash
1311 22.25 Cash
3120 40.75 "Credit Card"
360 6.25 "Credit Card"
1500 45.5 "Credit Card"
660 8 Cash
780 10.75 Cash
2520 42.5 "Credit Card"
3540 50.25 Cash
2340 45.75 "Credit Card"
1080 15 Cash
1020 25.75 Cash
3000 43.75 Cash
420 7.5 Cash
600 10.5 "Credit Card"
2160 42.5 Cash
1171 11.75 Cash
900 9 "Credit Card"
300 5.5 "Credit Card"
1080 12.5 Cash
2100 39.25 Cash
780 9.75 Cash
180 4.25 "Credit Card"
1080 24.75 Cash
840 10 Cash
240 5.25 "Credit Card"
1620 30.25 "Credit Card"
2580 33.5 "Credit Card"
600 10.75 "Credit Card"
417 6.75 "Credit Card"
240 5 Cash
2820 45 "Credit Card"
360 6.5 "Credit Card"
3060 47.25 "Credit Card"
360 6.25 Cash
420 6.5 Cash
206 5 Cash
360 5.75 "Credit Card"
3000 66.75 Cash
408 6.75 "Credit Card"
420 6.25 "Credit Card"
840 10.75 Cash
329 6.25 "Credit Card"
2940 45.5 "Credit Card"
480 7 Cash
300 6 "Credit Card"
271 5.25 Cash
180 4.5 Cash
420 7 Cash
559 7.25 Cash
240 5.5 Cash
1080 14.75 "Credit Card"
2940 44.75 Cash
600 7.5 Cash
2100 62.5 Cash
2700 54 "Credit Card"
9 3.25 Cash
480 7.25 "Credit Card"
240 5 Cash
2880 43 Cash
540 8 Cash
2400 36 "Credit Card"
534 7.25 Cash
480 6 "Credit Card"
540 7.5 "Credit Card"
1140 19.5 Cash
540 8 "Credit Card"
234 5 Cash
480 7.75 Cash
7 3.25 Cash
600 11 "Credit Card"
480 12.5 Cash
900 19.25 Cash
960 12.25 "Credit Card"
300 6 "Credit Card"
2460 37.25 "Credit Card"
360 5.75 Cash
1980 42.5 "Credit Card"
540 7 "Credit Card"
480 7.25 "Credit Card"
840 16.75 "Credit Card"
1166 11.75 "Credit Card"
360 5.5 "Credit Card"
420 6.25 Cash
720 9.25 "Credit Card"
3720 48 "Credit Card"
360 6.25 "Credit Card"
2700 28.25 Cash
660 8.25 Cash
360 6.25 Cash
2880 44.75 "Credit Card"
660 7.75 Cash
180 4.75 Cash
240 5.25 "Credit Card"
960 11.75 "Credit Card"
540 8.25 Cash
300 5 Cash
480 7.5 "Credit Card"
540 7.75 "Credit Card"
493 7.5 "Credit Card"
720 9.25 "Credit Card"
1920 42.75 Cash
4249 54 "Credit Card"
524 6.5 Cash
600 8.5 Cash
2100 23 "Credit Card"
60 3.25 Cash
300 5.25 Cash
420 8.5 Cash
420 7 "Credit Card"
360 5.5 Cash
43 3.25 Cash
60 3.25 Cash
2700 43 Cash
2760 51.25 Cash
420 6.5 "Credit Card"
660 8.75 "Credit Card"
780 10.25 Cash
420 7.5 "Credit Card"
558 8.25 "Credit Card"
453 6.5 "Credit Card"
360 5.75 "Credit Card"
180 4.75 "Credit Card"
720 10 "Credit Card"
2940 44.25 "Credit Card"
2880 39.5 "Credit Card"
420 6 Cash
720 11 Cash
2820 46.25 "Credit Card"
480 8.75 "Credit Card"
480 6.25 "Credit Card"
2880 43 "Credit Card"
360 6 Cash
540 7.25 "Credit Card"
640 8 "Credit Card"
240 6 "Credit Card"
300 5.75 Cash
540 7.5 "Credit Card"
2760 45 "Credit Card"
480 6.25 "Credit Card"
300 5.5 Cash
600 8.25 Cash
780 10 Cash
420 6.25 Cash
600 8 Cash
360 6.25 Cash
955 15.25 Cash
540 9.5 "Credit Card"
2885 44.75 "Credit Card"
1 48 Cash
2700 44.25 "Credit Card"
960 16.75 "Credit Card"
480 7.75 Cash
300 5 Cash
480 6.25 "Credit Card"
840 10.75 Cash
1140 16.75 "Credit Card"
2280 36.25 "Credit Card"
2820 45.5 "Credit Card"
480 7.25 "Credit Card"
540 8 "Credit Card"
300 5.25 Cash
240 4.75 Cash
1020 11.5 Cash
780 10.25 Cash
1860 34.5 "Credit Card"
720 11.75 "Credit Card"
659 9.5 Cash
600 7.5 Cash
540 7.5 Cash
480 8.25 Cash
1020 13.5 Cash
120 4 Cash
240 5 Cash
300 5.5 Cash
840 9.5 Cash
660 7.75 "Credit Card"
600 7.5 Cash
480 7.75 Cash
296 6 "Credit Card"
840 13 Cash
240 5 Cash
480 7.5 Cash
240 5.25 Cash
900 11 Cash
360 5.75 Cash
120 4 Cash
1080 17.5 Cash
180 4.25 Cash
600 7 Cash
12660 97 Cash
1320 23 Cash
240 5.75 Cash
2940 44.75 "Credit Card"
300 4.75 Cash
1122 19.75 Cash
1560 28.75 "Credit Card"
660 8 Cash
2520 43 Cash
660 12.25 Cash
2340 41.75 "Credit Card"
840 15.75 Cash
180 4.75 "Credit Card"
600 16.25 Cash
660 9.25 "Credit Card"
540 7 Cash
240 5.5 Cash
900 10.75 Cash
180 7.25 Cash
660 8.25 Cash
420 7.25 Cash
600 8.75 Cash
834 10.75 Cash
249 5.5 "Credit Card"
720 8 "Credit Card"
300 5.25 "Credit Card"
1320 16.25 Cash
1140 21.75 Cash
2737 48 "Credit Card"
780 10 Cash
300 5.75 "Credit Card"
1800 34.25 "Credit Card"
420 7 Cash
300 5.25 "Credit Card"
300 6 "Credit Card"
120 4 "Credit Card"
574 7 Cash
2940 46.75 "Credit Card"
540 7.75 Cash
240 5.25 Cash
2580 44 "Credit Card"
360 5.75 "Credit Card"
300 6.25 "Credit Card"
480 7.25 "Credit Card"
1200 16.5 Cash
120 4.5 Cash
1320 11 Cash
360 6 "Credit Card"
780 9 "Credit Card"
840 10.25 Cash
480 7.5 "Credit Card"
480 6.5 "Credit Card"
540 7 "Credit Card"
120 4 Cash
300 5.5 Cash
1320 16.5 Cash
540 8.5 Cash
2880 45 "Credit Card"
300 5.75 Cash
720 11.5 "Credit Card"
360 5.5 Cash
1080 10 "Credit Card"
429 6.25 Cash
540 7.5 "Credit Card"
600 8 "Credit Card"
1920 44.75 "Credit Card"
660 10 Cash
240 5.5 Cash
300 5.5 Cash
1800 29.75 "Credit Card"
720 9 "Credit Card"
420 7.25 "Credit Card"
2940 46.25 "Credit Card"
360 6.75 Cash
720 9.25 "Credit Card"
367 6.25 Cash
960 10.5 Cash
720 10.5 Cash
557 8.75 Cash
240 5.25 "Credit Card"
1080 14 Cash
300 5.25 Cash
540 11.5 "Credit Card"
780 8.75 Cash
420 6.25 Cash
480 7.25 "Credit Card"
1320 18.25 Cash
783 11.5 "Credit Card"
240 5.5 "Credit Card"
573 7.5 Cash
300 6 "Credit Card"
360 6 "Credit Card"
1560 14.25 Cash
180 4.75 Cash
815 11.25 Cash
360 6.25 "Credit Card"
660 9 "Credit Card"
600 9 Cash
360 7 "Credit Card"
1260 12.75 Cash
600 7.25 "Credit Card"
360 6.75 Cash
300 5 "Credit Card"
2938 46.25 "Credit Card"
600 9.25 "Credit Card"
660 8.5 "Credit Card"
594 11 "Credit Card"
1045 16 Cash
300 5.75 Cash
1560 46 "Credit Card"
1440 20 Cash
360 6.5 Cash
3000 46 "Credit Card"
1500 30 Cash
360 6.25 "Credit Card"
180 5 Cash
2880 44 "Credit Card"
240 5.25 Cash
3300 49 "Credit Card"
1475 17 "Credit Card"
3016 66.5 "Credit Card"
2084 33.25 "Credit Card"
180 4.25 Cash
1140 34.25 "Credit Card"
720 15 "Credit Card"
360 6.25 Cash
360 5.75 "Credit Card"
180 4.5 Cash
420 9 Cash
240 4.75 Cash
720 8.25 "Credit Card"
420 6.5 Cash
360 7.75 "Credit Card"
660 9 "Credit Card"
600 7.25 Cash
1800 27.5 Cash
1500 29 "Credit Card"
1080 38.25 "Credit Card"
1320 18.25 Cash
480 8.5 Cash
2460 38 Cash
2400 36.5 "Credit Card"
480 8 Cash
6 49 "Credit Card"
300 5.75 "Credit Card"
1260 13.25 "Credit Card"
1440 21.75 Cash
540 9 Cash
600 8.5 Cash
480 8 Cash
480 8 "Credit Card"
720 9.25 "Credit Card"
364 6.25 "Credit Card"
660 9.5 Cash
1260 25.5 "Credit Card"
3120 46 "Credit Card"
2820 42.75 Cash
480 6.5 Cash
300 5.75 Cash
660 10 "Credit Card"
540 7 "Credit Card"
660 9.75 "Credit Card"
2220 34.75 Cash
2400 44.75 "Credit Card"
2520 50.75 "Credit Card"
720 9 Cash
2640 43.75 "Credit Card"
14 3.25 Cash
840 13.5 Cash
840 11.25 Cash
780 7.75 Cash
754 9 Cash
262 5.25 Cash
1680 43 Cash
1440 19.5 Cash
300 5.75 Cash
120 4.25 "Credit Card"
23 3.25 Cash
290 5 "Credit Card"
49 3.25 Cash
480 8 Cash
2460 39 "Credit Card"
240 4.75 Cash
780 10.25 "Credit Card"
4020 32.25 Cash
2765 43.75 "Credit Card"
4080 118.5 Cash
1260 16 Cash
1320 35.25 Cash
300 5.25 Cash
300 6 Cash
864 14.25 Cash
240 5.5 "Credit Card"
2760 43.25 "Credit Card"
1020 11.75 "Credit Card"
487 12.25 Cash
420 6.25 "Credit Card"
2400 42.5 "Credit Card"
720 9.25 Cash
120 4.25 Cash
2864 44.25 "Credit Card"
594 8.25 Cash
960 9.75 Cash
480 6.75 Cash
1118 18.75 "Credit Card"
600 7.75 "Credit Card"
6720 74.25 Cash
11 3.25 Cash
420 6.25 Cash
420 9.75 "Credit Card"
7 3.25 Cash
660 15.75 "Credit Card"
660 8.25 "Credit Card"
660 13.75 "Credit Card"
180 4.25 Cash
2760 45 "Credit Card"
1680 19 "Credit Card"
2820 46.5 Cash
169 4.75 Cash
720 18.5 "Credit Card"
420 6.5 Cash
840 10.5 "Credit Card"
420 6 "Credit Card"
660 14.5 Cash
180 4.5 Cash
1020 22 "Credit Card"
483 7.5 "Credit Card"
900 11.75 Cash
240 5.5 "Credit Card"
2700 44.75 "Credit Card"
1380 22.75 Cash
420 7 "Credit Card"
427 7 "Credit Card"
3180 46.25 "Credit Card"
795 10.5 "Credit Card"
219 5 Cash
2280 35 "Credit Card"
780 15 Cash
574 10.75 "Credit Card"
780 8.75 "Credit Card"
900 9.5 "Credit Card"
593 7.25 "Credit Card"
360 7.75 Cash
240 5.75 Cash
600 8.25 Cash
1020 22 "Credit Card"
240 5.5 "Credit Card"
2940 43.25 "Credit Card"
395 5.75 Cash
2520 19.5 Cash
780 12.75 Cash
448 7.5 Cash
720 9.25 "Credit Card"
389 6 "Credit Card"
337 6 Cash
1307 22 Cash
2700 46 Cash
600 13 Cash
420 6.75 "Credit Card"
1140 18.75 "Credit Card"
360 6 Cash
360 6.25 "Credit Card"
300 5.5 Cash
2280 45.25 "Credit Card"
2640 44 "Credit Card"
480 9 "Credit Card"
360 6.75 "Credit Card"
360 6.25 Cash
780 11.75 Cash
480 7.25 "Credit Card"
427 5.5 Cash
660 8 Cash
600 8.5 "Credit Card"
840 11 Cash
480 7 Cash
780 12 "Credit Card"
960 12.75 "Credit Card"
540 8 Cash
360 6.5 Cash
780 8.25 "Credit Card"
960 11.25 "Credit Card"
180 4 Cash
2282 34.75 "Credit Card"
420 6.25 "Credit Card"
268 4.75 Cash
1620 29.25 "Credit Card"
300 5.5 Cash
960 16.75 "Credit Card"
900 8.75 "Credit Card"
360 6.25 Cash
300 5.25 Cash
660 8 Cash
420 7 "Credit Card"
2580 42.75 "Credit Card"
936 16 Cash
120 4 "Credit Card"
60 3.25 Cash
780 11.5 "Credit Card"
1560 18.75 Cash
660 11.5 Cash
960 12 Cash
60 4 "Credit Card"
335 6 Cash
540 7.75 Cash
240 5 Cash
360 6.5 "Credit Card"
300 6 "Credit Card"
291 5.5 "Credit Card"
300 5.25 "Credit Card"
900 20.75 Cash
586 8.25 "Credit Card"
159 4.75 "Credit Card"
360 6.5 Cash
600 8 "Credit Card"
360 7.25 Cash
360 6.75 Cash
600 17 Cash
300 6 Cash
3300 66.25 "Credit Card"
2880 44 Cash
300 5.25 Cash
180 5 Cash
300 6.25 "Credit Card"
720 8.25 Cash
1260 14 "Credit Card"
540 8.75 Cash
300 5.5 Cash
720 8.5 "Credit Card"
2820 45 "Credit Card"
660 7.5 "Credit Card"
1567 34.75 "Credit Card"
420 6.5 "Credit Card"
480 6.75 "Credit Card"
463 6.75 Cash
420 6.25 Cash
360 7 Cash
2100 45.75 "Credit Card"
120 4.25 Cash
1080 10.25 Cash
2880 41.5 "Credit Card"
720 13.75 "Credit Card"
540 7.75 Cash
720 10.25 "Credit Card"
201 4.5 Cash
2640 42.5 Cash
180 4 "Credit Card"
1860 34.75 "Credit Card"
480 7 Cash
4 3.25 Cash
4901 30.5 Cash
600 7.75 "Credit Card"
515 7 Cash
2220 34.75 Cash
600 8 "Credit Card"
573 8 "Credit Card"
289 6.5 "Credit Card"
248 5.25 Cash
480 7 Cash
660 7.5 Cash
1080 19 "Credit Card"
1440 28.75 "Credit Card"
240 5 "Credit Card"
300 5.75 "Credit Card"
1560 52.5 "Credit Card"
780 14.5 Cash
540 6.75 "Credit Card"
757 10.25 Cash
360 5.5 Cash
660 11 "Credit Card"
120 4 Cash
840 9.5 Cash
780 9.75 "Credit Card"
840 11.75 Cash
2820 44.5 "Credit Card"
600 9.75 Cash
180 4 Cash
3300 46.5 "Credit Card"
420 6.75 Cash
840 11 Cash
300 5.5 Cash
633 4.25 Cash
420 5.75 Cash
300 5.25 Cash
1920 32.5 "Credit Card"
2100 46.25 "Credit Card"
240 5.5 Cash
2760 45.5 "Credit Card"
780 9.75 Cash
1980 44.25 Cash
300 5.75 "Credit Card"
480 7 Cash
360 6.5 "Credit Card"
458 6.25 "Credit Card"
480 6.5 Cash
2940 45.25 "Credit Card"
180 4.25 "Credit Card"
180 5 "Credit Card"
300 5.75 Cash
422 7.75 Cash
660 8.75 "Credit Card"
2377 43.75 Cash
180 4.75 Cash
240 5.5 Cash
3000 45.75 "Credit Card"
300 5.75 "Credit Card"
240 5 Cash
780 9.75 Cash
240 6 Cash
660 8 Cash
300 5.25 Cash
540 7 Cash
360 6.25 Cash
300 6 "Credit Card"
832 12.25 "Credit Card"
180 4.5 Cash
300 6.5 Cash
400 6.25 "Credit Card"
420 9.75 "Credit Card"
420 5.75 Cash
180 4.75 Cash
60 3.5 "Credit Card"
2806 44.5 "Credit Card"
480 7.25 "Credit Card"
840 19.25 "Credit Card"
600 7.5 "Credit Card"
1560 41.5 "Credit Card"
300 6.25 "Credit Card"
360 7 Cash
540 7.25 "Credit Card"
480 7 "Credit Card"
420 6.5 Cash
3060 45.25 "Credit Card"
960 12.75 "Credit Card"
1200 20.75 Cash
540 7.25 Cash
240 5.25 Cash
780 8 "Credit Card"
180 4.75 Cash
305 6.5 Cash
1560 32 "Credit Card"
180 4.75 "Credit Card"
240 5 Cash
900 10 Cash
360 7 "Credit Card"
780 13 Cash
780 9 Cash
480 7.75 "Credit Card"
559 7.75 "Credit Card"
360 5.75 Cash
180 5 "Credit Card"
